Date,MealPeriod,RevenueCenterName,Revenue_forecast
2024-05-17,Dinner,RevenueCenter_5,5884.9414
2024-05-18,Dinner,RevenueCenter_5,5982.254
2024-05-19,Dinner,RevenueCenter_5,5908.6196
2024-05-20,Dinner,RevenueCenter_5,6193.7188
2024-05-21,Dinner,RevenueCenter_5,6459.093
2024-05-22,Dinner,RevenueCenter_5,6980.298
2024-05-23,Dinner,RevenueCenter_5,6763.546
2024-05-24,Dinner,RevenueCenter_5,5870.121
2024-05-25,Dinner,RevenueCenter_5,5975.337
2024-05-26,Dinner,RevenueCenter_5,5897.5293
2024-05-27,Dinner,RevenueCenter_5,6167.0674
2024-05-28,Dinner,RevenueCenter_5,6426.7856
2024-05-29,Dinner,RevenueCenter_5,6946.1694
2024-05-30,Dinner,RevenueCenter_5,6728.3066
2024-05-01,Dinner,RevenueCenter_6,271.64816
2024-05-02,Dinner,RevenueCenter_6,297.96426
2024-05-03,Dinner,RevenueCenter_6,313.15338
2024-05-04,Dinner,RevenueCenter_6,358.07996
2024-05-05,Dinner,RevenueCenter_6,279.03415
2024-05-06,Dinner,RevenueCenter_6,252.83769
2024-05-07,Dinner,RevenueCenter_6,237.7139
2024-05-08,Dinner,RevenueCenter_6,253.4682
2024-05-09,Dinner,RevenueCenter_6,277.29938
2024-05-10,Dinner,RevenueCenter_6,291.3452
2024-05-11,Dinner,RevenueCenter_6,338.96613
2024-05-12,Dinner,RevenueCenter_6,257.95026
2024-05-13,Dinner,RevenueCenter_6,233.93205
2024-05-14,Dinner,RevenueCenter_6,225.08302
2024-05-15,Dinner,RevenueCenter_6,245.6566
2024-05-16,Dinner,RevenueCenter_6,271.78848
2024-05-17,Dinner,RevenueCenter_6,287.02954
2024-05-18,Dinner,RevenueCenter_6,338.1458
2024-05-19,Dinner,RevenueCenter_6,255.82373
2024-05-20,Dinner,RevenueCenter_6,232.306
2024-05-21,Dinner,RevenueCenter_6,225.35661
2024-05-22,Dinner,RevenueCenter_6,246.823
2024-05-23,Dinner,RevenueCenter_6,273.3062
2024-05-24,Dinner,RevenueCenter_6,289.0793
2024-05-25,Dinner,RevenueCenter_6,341.79788
2024-05-26,Dinner,RevenueCenter_6,258.30103
2024-05-27,Dinner,RevenueCenter_6,234.12283
2024-05-28,Dinner,RevenueCenter_6,227.58698
2024-05-29,Dinner,RevenueCenter_6,249.22633
2024-05-30,Dinner,RevenueCenter_6,275.58136
2024-05-01,Dinner,RevenueCenter_7,64.59874
2024-05-02,Dinner,RevenueCenter_7,62.694237
2024-05-03,Dinner,RevenueCenter_7,62.155876
2024-05-04,Dinner,RevenueCenter_7,64.14799
2024-05-05,Dinner,RevenueCenter_7,53.749023
2024-05-06,Dinner,RevenueCenter_7,59.1408
2024-05-07,Dinner,RevenueCenter_7,60.928337
2024-05-08,Dinner,RevenueCenter_7,61.655815
2024-05-09,Dinner,RevenueCenter_7,61.47942
2024-05-10,Dinner,RevenueCenter_7,61.11782
2024-05-11,Dinner,RevenueCenter_7,63.38806
2024-05-12,Dinner,RevenueCenter_7,51.08925
2024-05-13,Dinner,RevenueCenter_7,57.03913
2024-05-14,Dinner,RevenueCenter_7,59.8832
2024-05-15,Dinner,RevenueCenter_7,61.76532
2024-05-16,Dinner,RevenueCenter_7,61.90103
2024-05-17,Dinner,RevenueCenter_7,61.57345
2024-05-18,Dinner,RevenueCenter_7,64.12427
2024-05-19,Dinner,RevenueCenter_7,51.267353
2024-05-20,Dinner,RevenueCenter_7,57.37921
2024-05-21,Dinner,RevenueCenter_7,60.457745
2024-05-22,Dinner,RevenueCenter_7,62.66368
2024-05-23,Dinner,RevenueCenter_7,62.795006
2024-05-24,Dinner,RevenueCenter_7,62.452408
2024-05-25,Dinner,RevenueCenter_7,65.24161
2024-05-26,Dinner,RevenueCenter_7,52.009052
2024-05-27,Dinner,RevenueCenter_7,58.040108
2024-05-28,Dinner,RevenueCenter_7,61.172028
2024-05-29,Dinner,RevenueCenter_7,63.550488
2024-05-30,Dinner,RevenueCenter_7,63.619972
2024-05-01,Dinner,RevenueCenter_8,17021.986
2024-05-02,Dinner,RevenueCenter_8,13738.215
2024-05-03,Dinner,RevenueCenter_8,14497.53
2024-05-04,Dinner,RevenueCenter_8,12527.887
2024-05-05,Dinner,RevenueCenter_8,6076.659
2024-05-06,Dinner,RevenueCenter_8,5540.3613
2024-05-07,Dinner,RevenueCenter_8,6114.9277
2024-05-08,Dinner,RevenueCenter_8,6402.631
2024-05-09,Dinner,RevenueCenter_8,6092.253
2024-05-10,Dinner,RevenueCenter_8,4048.3545
2024-05-11,Dinner,RevenueCenter_8,3831.336
2024-05-12,Dinner,RevenueCenter_8,3256.751
2024-05-13,Dinner,RevenueCenter_8,4297.8535
2024-05-14,Dinner,RevenueCenter_8,5015.1465
2024-05-15,Dinner,RevenueCenter_8,5924.3643
2024-05-16,Dinner,RevenueCenter_8,5678.55
2024-05-17,Dinner,RevenueCenter_8,3851.963
2024-05-18,Dinner,RevenueCenter_8,3693.3037
2024-05-19,Dinner,RevenueCenter_8,3171.371
2024-05-20,Dinner,RevenueCenter_8,4259.6055
2024-05-21,Dinner,RevenueCenter_8,4964.869
2024-05-22,Dinner,RevenueCenter_8,5856.749
2024-05-23,Dinner,RevenueCenter_8,5616.496
2024-05-24,Dinner,RevenueCenter_8,3839.2861
2024-05-25,Dinner,RevenueCenter_8,3673.6572
2024-05-26,Dinner,RevenueCenter_8,3165.9473
2024-05-27,Dinner,RevenueCenter_8,4272.995
2024-05-28,Dinner,RevenueCenter_8,4949.8867
2024-05-29,Dinner,RevenueCenter_8,5813.3213
2024-05-30,Dinner,RevenueCenter_8,5566.0244
2024-05-01,Dinner,RevenueCenter_9,14.825273
2024-05-02,Dinner,RevenueCenter_9,12.860493
2024-05-03,Dinner,RevenueCenter_9,12.362929
2024-05-04,Dinner,RevenueCenter_9,13.281187
2024-05-05,Dinner,RevenueCenter_9,8.99211
2024-05-06,Dinner,RevenueCenter_9,10.743364
2024-05-07,Dinner,RevenueCenter_9,11.62543
2024-05-08,Dinner,RevenueCenter_9,11.600768
2024-05-09,Dinner,RevenueCenter_9,11.191023
2024-05-10,Dinner,RevenueCenter_9,11.049717
2024-05-11,Dinner,RevenueCenter_9,12.4694195
2024-05-12,Dinner,RevenueCenter_9,7.643078
2024-05-13,Dinner,RevenueCenter_9,9.677101
2024-05-14,Dinner,RevenueCenter_9,11.26744
2024-05-15,Dinner,RevenueCenter_9,11.691858
2024-05-16,Dinner,RevenueCenter_9,11.302366
2024-05-17,Dinner,RevenueCenter_9,11.168082
2024-05-18,Dinner,RevenueCenter_9,12.727695
2024-05-19,Dinner,RevenueCenter_9,7.706792
2024-05-20,Dinner,RevenueCenter_9,9.839258
2024-05-21,Dinner,RevenueCenter_9,11.600348
2024-05-22,Dinner,RevenueCenter_9,12.123241
2024-05-23,Dinner,RevenueCenter_9,11.658037
2024-05-24,Dinner,RevenueCenter_9,11.510457
2024-05-25,Dinner,RevenueCenter_9,13.160772
2024-05-26,Dinner,RevenueCenter_9,8.0032015
2024-05-27,Dinner,RevenueCenter_9,10.130744
2024-05-28,Dinner,RevenueCenter_9,11.961277
2024-05-29,Dinner,RevenueCenter_9,12.534702
2024-05-30,Dinner,RevenueCenter_9,11.985174
2024-05-01,Lunch,RevenueCenter_1,733.2426
2024-05-02,Lunch,RevenueCenter_1,719.5495
2024-05-03,Lunch,RevenueCenter_1,707.03516
2024-05-04,Lunch,RevenueCenter_1,770.0264
2024-05-05,Lunch,RevenueCenter_1,620.0704
2024-05-06,Lunch,RevenueCenter_1,540.75305
2024-05-07,Lunch,RevenueCenter_1,513.62964
2024-05-08,Lunch,RevenueCenter_1,556.2266
2024-05-09,Lunch,RevenueCenter_1,587.13184
2024-05-10,Lunch,RevenueCenter_1,601.3547
2024-05-11,Lunch,RevenueCenter_1,707.4767
2024-05-12,Lunch,RevenueCenter_1,581.30164
2024-05-13,Lunch,RevenueCenter_1,511.2954
2024-05-14,Lunch,RevenueCenter_1,490.64886
2024-05-15,Lunch,RevenueCenter_1,544.45306
2024-05-16,Lunch,RevenueCenter_1,578.8451
2024-05-17,Lunch,RevenueCenter_1,595.1394
2024-05-18,Lunch,RevenueCenter_1,705.52203
2024-05-19,Lunch,RevenueCenter_1,580.3373
2024-05-20,Lunch,RevenueCenter_1,510.81815
2024-05-21,Lunch,RevenueCenter_1,490.65714
2024-05-22,Lunch,RevenueCenter_1,544.16864
2024-05-23,Lunch,RevenueCenter_1,579.15295
2024-05-24,Lunch,RevenueCenter_1,595.8951
2024-05-25,Lunch,RevenueCenter_1,707.7067
2024-05-26,Lunch,RevenueCenter_1,582.4709
2024-05-27,Lunch,RevenueCenter_1,513.14246
2024-05-28,Lunch,RevenueCenter_1,492.6565
2024-05-29,Lunch,RevenueCenter_1,545.2503
2024-05-30,Lunch,RevenueCenter_1,580.2603
2024-05-01,Lunch,RevenueCenter_2,356.4897
2024-05-02,Lunch,RevenueCenter_2,356.21014
2024-05-03,Lunch,RevenueCenter_2,355.84433
2024-05-04,Lunch,RevenueCenter_2,414.89566
2024-05-05,Lunch,RevenueCenter_2,313.87735
2024-05-06,Lunch,RevenueCenter_2,264.11417
2024-05-07,Lunch,RevenueCenter_2,244.0264
2024-05-08,Lunch,RevenueCenter_2,274.12808
2024-05-09,Lunch,RevenueCenter_2,301.78247
2024-05-10,Lunch,RevenueCenter_2,312.45642
2024-05-11,Lunch,RevenueCenter_2,386.82196
2024-05-12,Lunch,RevenueCenter_2,297.38837
2024-05-13,Lunch,RevenueCenter_2,248.49849
2024-05-14,Lunch,RevenueCenter_2,234.33446
2024-05-15,Lunch,RevenueCenter_2,269.53177
2024-05-16,Lunch,RevenueCenter_2,298.65924
2024-05-17,Lunch,RevenueCenter_2,310.37048
2024-05-18,Lunch,RevenueCenter_2,387.2932
2024-05-19,Lunch,RevenueCenter_2,298.3041
2024-05-20,Lunch,RevenueCenter_2,249.2989
2024-05-21,Lunch,RevenueCenter_2,235.39212
2024-05-22,Lunch,RevenueCenter_2,270.27347
2024-05-23,Lunch,RevenueCenter_2,299.54425
2024-05-24,Lunch,RevenueCenter_2,311.52106
2024-05-25,Lunch,RevenueCenter_2,389.55643
2024-05-26,Lunch,RevenueCenter_2,300.52692
2024-05-27,Lunch,RevenueCenter_2,251.30325
2024-05-28,Lunch,RevenueCenter_2,237.28415
2024-05-29,Lunch,RevenueCenter_2,271.48785
2024-05-30,Lunch,RevenueCenter_2,300.62335
2024-05-01,Lunch,RevenueCenter_3,1768.5931
2024-05-02,Lunch,RevenueCenter_3,1938.2291
2024-05-03,Lunch,RevenueCenter_3,1935.4161
2024-05-04,Lunch,RevenueCenter_3,1978.9915
2024-05-05,Lunch,RevenueCenter_3,1524.2544
2024-05-06,Lunch,RevenueCenter_3,1525.6823
2024-05-07,Lunch,RevenueCenter_3,1461.2136
2024-05-08,Lunch,RevenueCenter_3,1553.6332
2024-05-09,Lunch,RevenueCenter_3,1634.6362
2024-05-10,Lunch,RevenueCenter_3,1670.1741
2024-05-11,Lunch,RevenueCenter_3,1909.7843
2024-05-12,Lunch,RevenueCenter_3,1468.6284
2024-05-13,Lunch,RevenueCenter_3,1444.026
2024-05-14,Lunch,RevenueCenter_3,1397.8333
2024-05-15,Lunch,RevenueCenter_3,1501.8315
2024-05-16,Lunch,RevenueCenter_3,1588.2264
2024-05-17,Lunch,RevenueCenter_3,1623.6487
2024-05-18,Lunch,RevenueCenter_3,1881.4014
2024-05-19,Lunch,RevenueCenter_3,1442.9038
2024-05-20,Lunch,RevenueCenter_3,1423.5454
2024-05-21,Lunch,RevenueCenter_3,1386.9033
2024-05-22,Lunch,RevenueCenter_3,1496.1443
2024-05-23,Lunch,RevenueCenter_3,1586.2286
2024-05-24,Lunch,RevenueCenter_3,1622.7023
2024-05-25,Lunch,RevenueCenter_3,1888.3646
2024-05-26,Lunch,RevenueCenter_3,1447.183
2024-05-27,Lunch,RevenueCenter_3,1426.2812
2024-05-28,Lunch,RevenueCenter_3,1391.3945
2024-05-29,Lunch,RevenueCenter_3,1502.2983
2024-05-30,Lunch,RevenueCenter_3,1593.9215
2024-05-01,Lunch,RevenueCenter_5,1032.2837
2024-05-02,Lunch,RevenueCenter_5,1173.4613
2024-05-03,Lunch,RevenueCenter_5,1082.0123
2024-05-04,Lunch,RevenueCenter_5,1290.3328
2024-05-05,Lunch,RevenueCenter_5,887.6115
2024-05-06,Lunch,RevenueCenter_5,682.3681
2024-05-07,Lunch,RevenueCenter_5,624.45605
2024-05-08,Lunch,RevenueCenter_5,705.5004
2024-05-09,Lunch,RevenueCenter_5,777.4828
2024-05-10,Lunch,RevenueCenter_5,834.10815
2024-05-11,Lunch,RevenueCenter_5,1117.5942
2024-05-12,Lunch,RevenueCenter_5,798.79614
2024-05-13,Lunch,RevenueCenter_5,624.5176
2024-05-14,Lunch,RevenueCenter_5,589.3498
2024-05-15,Lunch,RevenueCenter_5,674.5636
2024-05-16,Lunch,RevenueCenter_5,751.6385
2024-05-17,Lunch,RevenueCenter_5,813.52356
2024-05-18,Lunch,RevenueCenter_5,1112.7828
2024-05-19,Lunch,RevenueCenter_5,793.3158
2024-05-20,Lunch,RevenueCenter_5,621.7426
2024-05-21,Lunch,RevenueCenter_5,589.689
2024-05-22,Lunch,RevenueCenter_5,676.0939
2024-05-23,Lunch,RevenueCenter_5,753.1961
2024-05-24,Lunch,RevenueCenter_5,817.04834
2024-05-25,Lunch,RevenueCenter_5,1123.5032
2024-05-26,Lunch,RevenueCenter_5,801.2151
2024-05-27,Lunch,RevenueCenter_5,627.9341
2024-05-28,Lunch,RevenueCenter_5,596.312
2024-05-29,Lunch,RevenueCenter_5,682.1307
2024-05-30,Lunch,RevenueCenter_5,757.877
2024-05-01,Lunch,RevenueCenter_6,183.57031
2024-05-02,Lunch,RevenueCenter_6,214.62952
2024-05-03,Lunch,RevenueCenter_6,226.42413
2024-05-04,Lunch,RevenueCenter_6,311.70593
2024-05-05,Lunch,RevenueCenter_6,195.43777
2024-05-06,Lunch,RevenueCenter_6,188.89958
2024-05-07,Lunch,RevenueCenter_6,164.04533
2024-05-08,Lunch,RevenueCenter_6,202.43658
2024-05-09,Lunch,RevenueCenter_6,222.33113
2024-05-10,Lunch,RevenueCenter_6,218.81685
2024-05-11,Lunch,RevenueCenter_6,304.72208
2024-05-12,Lunch,RevenueCenter_6,170.81812
2024-05-13,Lunch,RevenueCenter_6,161.81685
2024-05-14,Lunch,RevenueCenter_6,146.34114
2024-05-15,Lunch,RevenueCenter_6,190.00226
2024-05-16,Lunch,RevenueCenter_6,212.76239
2024-05-17,Lunch,RevenueCenter_6,209.15565
2024-05-18,Lunch,RevenueCenter_6,300.50763
2024-05-19,Lunch,RevenueCenter_6,165.75397
2024-05-20,Lunch,RevenueCenter_6,158.35426
2024-05-21,Lunch,RevenueCenter_6,146.59105
2024-05-22,Lunch,RevenueCenter_6,192.41057
2024-05-23,Lunch,RevenueCenter_6,215.72702
2024-05-24,Lunch,RevenueCenter_6,211.80997
2024-05-25,Lunch,RevenueCenter_6,305.81732
2024-05-26,Lunch,RevenueCenter_6,169.17477
2024-05-27,Lunch,RevenueCenter_6,161.20001
2024-05-28,Lunch,RevenueCenter_6,150.3557
2024-05-29,Lunch,RevenueCenter_6,197.23775
2024-05-30,Lunch,RevenueCenter_6,220.4729
2024-05-01,Lunch,RevenueCenter_7,13.778769
2024-05-02,Lunch,RevenueCenter_7,13.596508
2024-05-03,Lunch,RevenueCenter_7,12.519513
2024-05-04,Lunch,RevenueCenter_7,15.502642
2024-05-05,Lunch,RevenueCenter_7,9.9417715
2024-05-06,Lunch,RevenueCenter_7,12.495628
2024-05-07,Lunch,RevenueCenter_7,11.787625
2024-05-08,Lunch,RevenueCenter_7,12.9194765
2024-05-09,Lunch,RevenueCenter_7,13.354524
2024-05-10,Lunch,RevenueCenter_7,11.932777
2024-05-11,Lunch,RevenueCenter_7,15.460286
2024-05-12,Lunch,RevenueCenter_7,8.857523
2024-05-13,Lunch,RevenueCenter_7,11.252142
2024-05-14,Lunch,RevenueCenter_7,10.94772
2024-05-15,Lunch,RevenueCenter_7,12.635572
2024-05-16,Lunch,RevenueCenter_7,13.297815
2024-05-17,Lunch,RevenueCenter_7,11.851297
2024-05-18,Lunch,RevenueCenter_7,15.722804
2024-05-19,Lunch,RevenueCenter_7,8.867443
2024-05-20,Lunch,RevenueCenter_7,11.256909
2024-05-21,Lunch,RevenueCenter_7,11.109072
2024-05-22,Lunch,RevenueCenter_7,12.966929
2024-05-23,Lunch,RevenueCenter_7,13.6392765
2024-05-24,Lunch,RevenueCenter_7,12.154577
2024-05-25,Lunch,RevenueCenter_7,16.205662
2024-05-26,Lunch,RevenueCenter_7,9.176115
2024-05-27,Lunch,RevenueCenter_7,11.498555
2024-05-28,Lunch,RevenueCenter_7,11.404602
2024-05-29,Lunch,RevenueCenter_7,13.353394
2024-05-30,Lunch,RevenueCenter_7,13.995922
2024-05-01,Lunch,RevenueCenter_8,2895.722
2024-05-02,Lunch,RevenueCenter_8,2179.033
2024-05-03,Lunch,RevenueCenter_8,979.8789
2024-05-04,Lunch,RevenueCenter_8,613.5908
2024-05-05,Lunch,RevenueCenter_8,457.86597
2024-05-06,Lunch,RevenueCenter_8,1157.5754
2024-05-07,Lunch,RevenueCenter_8,2102.6216
2024-05-08,Lunch,RevenueCenter_8,2373.4385
2024-05-09,Lunch,RevenueCenter_8,1873.8599
2024-05-10,Lunch,RevenueCenter_8,775.3635
2024-05-11,Lunch,RevenueCenter_8,596.854
2024-05-12,Lunch,RevenueCenter_8,305.6223
2024-05-13,Lunch,RevenueCenter_8,1110.7327
2024-05-14,Lunch,RevenueCenter_8,2163.372
2024-05-15,Lunch,RevenueCenter_8,2462.396
2024-05-16,Lunch,RevenueCenter_8,1937.723
2024-05-17,Lunch,RevenueCenter_8,816.2883
2024-05-18,Lunch,RevenueCenter_8,645.8479
2024-05-19,Lunch,RevenueCenter_8,350.77686
2024-05-20,Lunch,RevenueCenter_8,1143.2341
2024-05-21,Lunch,RevenueCenter_8,2229.3096
2024-05-22,Lunch,RevenueCenter_8,2530.0366
2024-05-23,Lunch,RevenueCenter_8,1994.763
2024-05-24,Lunch,RevenueCenter_8,863.40845
2024-05-25,Lunch,RevenueCenter_8,695.8191
2024-05-26,Lunch,RevenueCenter_8,397.37476
2024-05-27,Lunch,RevenueCenter_8,1179.1606
2024-05-28,Lunch,RevenueCenter_8,2289.4976
2024-05-29,Lunch,RevenueCenter_8,2590.399
2024-05-30,Lunch,RevenueCenter_8,2046.1903
2024-05-01,Lunch,RevenueCenter_9,160.88443
2024-05-02,Lunch,RevenueCenter_9,154.64438
2024-05-03,Lunch,RevenueCenter_9,147.34373
2024-05-04,Lunch,RevenueCenter_9,162.5279
2024-05-05,Lunch,RevenueCenter_9,132.32825
2024-05-06,Lunch,RevenueCenter_9,145.32068
2024-05-07,Lunch,RevenueCenter_9,141.46379
2024-05-08,Lunch,RevenueCenter_9,144.85411
2024-05-09,Lunch,RevenueCenter_9,144.39944
2024-05-10,Lunch,RevenueCenter_9,136.70752
2024-05-11,Lunch,RevenueCenter_9,157.84518
2024-05-12,Lunch,RevenueCenter_9,123.47833
2024-05-13,Lunch,RevenueCenter_9,135.98862
2024-05-14,Lunch,RevenueCenter_9,137.05014
2024-05-15,Lunch,RevenueCenter_9,143.95786
2024-05-16,Lunch,RevenueCenter_9,143.95537
2024-05-17,Lunch,RevenueCenter_9,135.88956
2024-05-18,Lunch,RevenueCenter_9,159.17175
2024-05-19,Lunch,RevenueCenter_9,123.54137
2024-05-20,Lunch,RevenueCenter_9,136.49373
2024-05-21,Lunch,RevenueCenter_9,138.83955
2024-05-22,Lunch,RevenueCenter_9,146.74664
2024-05-23,Lunch,RevenueCenter_9,146.32593
2024-05-24,Lunch,RevenueCenter_9,137.77493
2024-05-25,Lunch,RevenueCenter_9,162.10849
2024-05-26,Lunch,RevenueCenter_9,125.54143
2024-05-27,Lunch,RevenueCenter_9,138.33434
2024-05-28,Lunch,RevenueCenter_9,141.15408
2024-05-29,Lunch,RevenueCenter_9,149.6285
2024-05-30,Lunch,RevenueCenter_9,148.68935
